,Total lipid (fat),Saturated fat,Cholesterol,Total carbohydrates,Sodium,Dietary Fiber,Protein,Added sugars,Vitamin A,Vitamin C,Calcium,Iron,Vitamin D,Vitamin E,Vitamin K,Thiamin,Riboflavin,Niacin,Vitamin B6,Folate,Vitamin B12,Biotin,Pantothenic acid,Phosphorus,Iodine,Magnesium,Zinc,Selenium,Copper,Manganese,Chromium,Molybdenum,Chloride,Potassium,Choline,Protein.1,title,raitings,links
rum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pineapple-Cardamom Upside-Down Cake,4.4,https://www.epicurious.com/recipes/food/views/pineapple-upside-down-cake-103088
rutabaga,0,0,0,0,0,0,2,0,0,27,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Mashed Potato, Rutabaga and Parsnip Casserole with Caramelized Onions",4.5,https://www.epicurious.com/recipes/food/views/mashed-potato-rutabaga-and-parsnip-casserole-with-caramelized-onions-2607
rye,3,0,0,0,28,0,14,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,Shepherd's Pie,4.5,https://www.epicurious.com/recipes/food/views/shepherds-pie-240224
saffron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spanish-Style Chicken with Saffron Rice (Arroz con Pollo),3.7,https://www.epicurious.com/recipes/food/views/spanish-style-chicken-with-saffron-rice-arroz-con-pollo-104549
sage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mashed Potatoes with Sage and White Cheddar Cheese,4.4,https://www.epicurious.com/recipes/food/views/mashed-potatoes-with-sage-and-white-cheddar-cheese-108831
sake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ginger Flank Steak with Sake-Glazed Vegetables,4.6,https://www.epicurious.com/recipes/food/views/ginger-flank-steak-with-sake-glazed-vegetables-106314
salad,21,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Island Pork Tenderloin Salad,4.7,https://www.epicurious.com/recipes/food/views/island-pork-tenderloin-salad-108103
salmon,15,0,20,0,17,0,44,0,10,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Pan-Seared Tuna with Ginger-Shiitake Cream Sauce,4.7,https://www.epicurious.com/recipes/food/views/pan-seared-tuna-with-ginger-shiitake-cream-sauce-100670
salsa,0,0,0,0,22,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Halftime Chili,4.0,https://www.epicurious.com/recipes/food/views/halftime-chili-1201
sardine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tuscan Tuna-and-Bean Sandwiches,4.6,https://www.epicurious.com/recipes/food/views/tuscan-tuna-and-bean-sandwiches-234263
sauce,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Penne in Cream Sauce with Sausage,4.3,https://www.epicurious.com/recipes/food/views/penne-in-cream-sauce-with-sausage-3072
sausage,26,0,27,0,34,0,43,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,43,Three-Cheese Lasagna with Italian Sausage,4.5,https://www.epicurious.com/recipes/food/views/three-cheese-lasagna-with-italian-sausage-3152
scallop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sea Scallops with Cilantro Gremolata and Ginger Lime Beurre Blanc,4.6,https://www.epicurious.com/recipes/food/views/sea-scallops-with-cilantro-gremolata-and-ginger-lime-beurre-blanc-106359
scotch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ham with Bourbon, Molasses, and Pecan Glaze",4.7,https://www.epicurious.com/recipes/food/views/ham-with-bourbon-molasses-and-pecan-glaze-233395
seafood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pan-Seared Tuna with Ginger-Shiitake Cream Sauce,4.7,https://www.epicurious.com/recipes/food/views/pan-seared-tuna-with-ginger-shiitake-cream-sauce-100670
seed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Poppy Seed Dinner Rolls,4.6,https://www.epicurious.com/recipes/food/views/poppy-seed-dinner-rolls-837
semolina,0,0,0,0,0,0,19,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,"Orzo Salad with Feta, Olives and Bell Peppers",4.5,https://www.epicurious.com/recipes/food/views/orzo-salad-with-feta-olives-and-bell-peppers-4562
sesame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Peanut Sesame Noodles,4.3,https://www.epicurious.com/recipes/food/views/peanut-sesame-noodles-106572
sesame oil,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spicy Sesame Noodles with Chopped Peanuts and Thai Basil,4.6,https://www.epicurious.com/recipes/food/views/spicy-sesame-noodles-with-chopped-peanuts-and-thai-basil-238798
shallot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beef Tenderloin with Roasted Shallots, Bacon and Port",4.7,https://www.epicurious.com/recipes/food/views/beef-tenderloin-with-roasted-shallots-bacon-and-port-4542
shellfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cioppino,4.7,https://www.epicurious.com/recipes/food/views/cioppino-106263
sherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diane's Six-Spice Oatmeal Raisin Cookies,4.3,https://www.epicurious.com/recipes/food/views/dianes-six-spice-oatmeal-raisin-cookies-100764
shrimp,1,0,28,0,4,0,23,0,10,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,Shrimp Scampi Pasta,4.6,https://www.epicurious.com/recipes/food/views/shrimp-scampi-pasta
snapper,2,0,13,0,3,0,41,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,41,"Red Snapper, Veracruz Style",4.7,https://www.epicurious.com/recipes/food/views/red-snapper-veracruz-style-108045
sorbet,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lemon-Buttermilk Sorbet,4.7,https://www.epicurious.com/recipes/food/views/lemon-buttermilk-sorbet-105187
sour cream,21,0,22,0,4,0,7,0,74,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Pumpkin Cheesecake With Bourbon–Sour Cream Topping,4.7,https://www.epicurious.com/recipes/food/views/pumpkin-cheesecake-with-bourbon-sour-cream-topping-13386
sourdough,0,0,0,0,25,0,21,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,Sour Cream-Streusel Coffee Cake,4.5,https://www.epicurious.com/recipes/food/views/sour-cream-streusel-coffee-cake-5807
soy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salmon with Soy-Honey and Wasabi Sauces,4.3,https://www.epicurious.com/recipes/food/views/salmon-with-soy-honey-and-wasabi-sauces-105026
soy sauce,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salmon with Soy-Honey and Wasabi Sauces,4.3,https://www.epicurious.com/recipes/food/views/salmon-with-soy-honey-and-wasabi-sauces-105026
sparkling wine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinated Shrimp with Champagne Beurre Blanc,4.6,https://www.epicurious.com/recipes/food/views/marinated-shrimp-with-champagne-beurre-blanc-108934
spice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ginger Spice Cookies,4.7,https://www.epicurious.com/recipes/food/views/ginger-spice-cookies-103156
spinach,0,0,0,0,3,0,5,0,46,31,7,18,0,0,0,0,0,0,0,47,0,0,0,0,0,17,0,0,0,0,0,0,0,12,0,5,Island Pork Tenderloin Salad,4.7,https://www.epicurious.com/recipes/food/views/island-pork-tenderloin-salad-108103
spirit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chocolate-Walnut Rum Balls,4.3,https://www.epicurious.com/recipes/food/views/chocolate-walnut-rum-balls-4587
squash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spiced Pumpkin Bread,4.5,https://www.epicurious.com/recipes/food/views/spiced-pumpkin-bread-840
squid,21,0,9,0,28,0,29,0,20,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,Shrimp Cakes with Chili-Lime Cream Sauce,4.5,https://www.epicurious.com/recipes/food/views/shrimp-cakes-with-chili-lime-cream-sauce-232743
steak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beef Stroganoff,4.3,https://www.epicurious.com/recipes/food/views/beef-stroganoff-102134
stew,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Turkey Chili with White Beans,4.6,https://www.epicurious.com/recipes/food/views/turkey-chili-with-white-beans-3090
strawberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Strawberry-Topped Cheesecake with Graham Cracker Crust,4.7,https://www.epicurious.com/recipes/food/views/strawberry-topped-cheesecake-with-graham-cracker-crust-4655
sugar snap pea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Salmon with Sweet Chili Glaze, Sugar Snap Peas, and Pea Tendrils",4.7,https://www.epicurious.com/recipes/food/views/salmon-with-sweet-chili-glaze-sugar-snap-peas-and-pea-tendrils-358190
sweet potato/yam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Candied Yams,4.7,https://www.epicurious.com/recipes/food/views/candied-yams
swiss cheese,37,0,32,0,29,0,57,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,57,Three-Cheese Fondue with Champagne,4.5,https://www.epicurious.com/recipes/food/views/three-cheese-fondue-with-champagne-104710
swordfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swordfish Steaks With Peppercorn Butter,4.7,https://www.epicurious.com/recipes/food/views/pan-roasted-swordfish-steaks-with-mixed-peppercorn-butter-232695
taco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crispy Black Bean Tacos with Feta and Cabbage Slaw,4.6,https://www.epicurious.com/recipes/food/views/crispy-black-bean-tacos-with-feta-and-cabbage-slaw-351271
tamarind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Polenta Tamale Pie,4.0,https://www.epicurious.com/recipes/food/views/polenta-tamale-pie-102202
tangerine,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cranberry-Tangerine Scones,4.6,https://www.epicurious.com/recipes/food/views/cranberry-tangerine-scones-105962
tapioca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portobello Bruschetta with Rosemary Aïoli,4.4,https://www.epicurious.com/recipes/food/views/portobello-bruschetta-with-rosemary-aioli-104179
tarragon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mustard-Tarragon Chicken Sauté,4.0,https://www.epicurious.com/recipes/food/views/mustard-tarragon-chicken-saute-106424
tart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chocolate Glazed Chocolate Tart,5.0,https://www.epicurious.com/recipes/food/views/chocolate-glazed-chocolate-tart-243610
tea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Homemade Chai,4.3,https://www.epicurious.com/recipes/food/views/homemade-chai-201226
tennessee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black-Eyed Peas and Greens for the Instant Pot,5.0,https://www.epicurious.com/recipes/food/views/jill-nussinows-smoky-sweet-black-eyed-peas-and-greens-for-the-instant-pot
tequila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grilled Tequila-Lime Chicken,3.7,https://www.epicurious.com/recipes/food/views/grilled-tequila-lime-chicken-103785
thyme,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thyme-Roasted Sweet Potatoes,4.7,https://www.epicurious.com/recipes/food/views/thyme-roasted-sweet-potatoes-233085
tilapia,2,0,7,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,30,Pan-Seared Tilapia with Chile Lime Butter,4.5,https://www.epicurious.com/recipes/food/views/pan-seared-tilapia-with-chile-lime-butter-108343
tofu,6,0,0,0,1,0,20,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,20,"Stir-Fried Tofu with Mushrooms, Sugar Snap Peas, and Green Onions",4.0,https://www.epicurious.com/recipes/food/views/stir-fried-tofu-with-mushrooms-sugar-snap-peas-and-green-onions-109075
tomatillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Layered Chicken Enchiladas with Tomatillo-Cilantro Sauce,4.0,https://www.epicurious.com/recipes/food/views/layered-chicken-enchiladas-with-tomatillo-cilantro-sauce-232700
tomato,0,0,0,0,8,0,29,0,79,29,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,Penne in Cream Sauce with Sausage,4.3,https://www.epicurious.com/recipes/food/views/penne-in-cream-sauce-with-sausage-3072
tortillas,2,0,0,0,0,0,23,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,Tortilla Soup with Chicken and Lime,4.4,https://www.epicurious.com/recipes/food/views/tortilla-soup-with-chicken-and-lime-1183
tree nut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apple, Dried Cherry, and Walnut Salad with Maple Dressing",4.6,https://www.epicurious.com/recipes/food/views/apple-dried-cherry-and-walnut-salad-with-maple-dressing-107064
triple sec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Triple-Layer Carrot Cake with Cream Cheese Frosting,4.7,https://www.epicurious.com/recipes/food/views/triple-layer-carrot-cake-with-cream-cheese-frosting-799
tropical fruit,0,0,0,0,0,0,1,0,0,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,Tropical Carrot Cake with Coconut Cream Cheese Frosting,5.0,https://www.epicurious.com/recipes/food/views/tropical-carrot-cake-with-coconut-cream-cheese-frosting-107949
trout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pecan-Crusted Trout with Orange-Rosemary Butter Sauce,5.0,https://www.epicurious.com/recipes/food/views/pecan-crusted-trout-with-orange-rosemary-butter-sauce-1663
tuna,5,0,2,0,19,0,11,0,42,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Pan-Seared Tuna with Ginger-Shiitake Cream Sauce,4.7,https://www.epicurious.com/recipes/food/views/pan-seared-tuna-with-ginger-shiitake-cream-sauce-100670
turnip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Turnip Gratin,4.5,https://www.epicurious.com/recipes/food/views/turnip-gratin-240249
vanilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vanilla Bean-Coconut Cupcakes with Coconut Frosting,4.6,https://www.epicurious.com/recipes/food/views/vanilla-bean-coconut-cupcakes-with-coconut-frosting-352095
veal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicken Marsala,4.7,https://www.epicurious.com/recipes/food/views/chicken-marsala-232152
vegetable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quinoa with Moroccan Winter Squash and Carrot Stew,4.5,https://www.epicurious.com/recipes/food/views/quinoa-with-moroccan-winter-squash-and-carrot-stew-233714
venison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pan-Seared Venison with Rosemary and Dried Cherries,5.0,https://www.epicurious.com/recipes/food/views/pan-seared-venison-with-rosemary-and-dried-cherries-104558
vermouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Capellini with Shrimp and Creamy Tomato Sauce,4.5,https://www.epicurious.com/recipes/food/views/capellini-with-shrimp-and-creamy-tomato-sauce-241995
vinegar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pork Chops with Rosemary-Vinegar Sauce,4.0,https://www.epicurious.com/recipes/food/views/pork-chops-with-rosemary-vinegar-sauce-102660
vodka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Champagne Punch,4.7,https://www.epicurious.com/recipes/food/views/champagne-punch-102342
waffle,40,0,10,0,15,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Belgian Buttermilk Waffles with Glazed Bananas,4.6,https://www.epicurious.com/recipes/food/views/belgian-buttermilk-waffles-with-glazed-bananas-232170
walnut,85,0,0,0,0,0,33,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,"Apple, Dried Cherry, and Walnut Salad with Maple Dressing",4.6,https://www.epicurious.com/recipes/food/views/apple-dried-cherry-and-walnut-salad-with-maple-dressing-107064
wasabi,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Salmon with Soy-Honey and Wasabi Sauces,4.3,https://www.epicurious.com/recipes/food/views/salmon-with-soy-honey-and-wasabi-sauces-105026
watercress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salted Water for Boiling,4.0,https://www.epicurious.com/recipes/food/views/salted-water-for-boiling-105591
watermelon,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,"Watermelon, Feta, and Arugula Salad with Balsamic Glaze",4.6,https://www.epicurious.com/recipes/food/views/watermelon-feta-and-arugula-salad-with-balsamic-glaze-353890
whiskey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chocolate Whiskey Bundt Cake,4.6,https://www.epicurious.com/recipes/food/views/chocolate-whiskey-bundt-cake-232636
white wine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beef Braised in Red Wine,4.5,https://www.epicurious.com/recipes/food/views/beef-braised-in-red-wine-236986
wild rice,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"Chicken, Rice, and Mango in Lettuce Wraps",5.0,https://www.epicurious.com/recipes/food/views/chicken-rice-and-mango-in-lettuce-wraps-232487
wine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beef Tenderloin with Roasted Shallots, Bacon and Port",4.7,https://www.epicurious.com/recipes/food/views/beef-tenderloin-with-roasted-shallots-bacon-and-port-4542
yellow squash,0,0,0,0,0,0,2,0,22,19,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Winter Squash Soup,4.6,https://www.epicurious.com/recipes/food/views/winter-squash-soup-with-gruyere-croutons-2997
yogurt,4,0,4,0,2,0,6,0,7,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Chicken Curry with Cashews,4.6,https://www.epicurious.com/recipes/food/views/chicken-curry-with-cashews-231358
yuca,0,0,0,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Shrimp, Tomato, and Olive Cocktail",4.7,https://www.epicurious.com/recipes/food/views/shrimp-tomato-and-olive-cocktail-108026
zucchini,0,0,0,0,0,0,2,0,0,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,Lemon Gnocchi with Spinach and Peas,4.6,https://www.epicurious.com/recipes/food/views/lemon-gnocchi-with-spinach-and-peas-240959
turkey,11,0,18,0,46,0,29,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,Turkey Meatloaf,4.7,https://www.epicurious.com/recipes/food/views/turkey-meatloaf-107599
